weaponid,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail
22656,6,Explosives,8,Landmine,,,,,,,,,,,,,An anti-personnel mine planted in the roadside was used in the attack.
22657,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Two rockets were fired in the attack.
22658,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive hidden in a trash can was used in the attack.
22659,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A bomb on a minibus was used in the attack.
22660,6,Explosives,15,Vehicle,,,,,,,,,,,,,A remote-controlled explosive device planted on a motorcycle and weighing four kilograms was used in the attack.
22661,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Two grenades fired from an M-79 grenade launcher was used in the attack.
22662,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Two thrown pipe bombs were used in the attack.
22663,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,A sub-machine gun was used in the attack.
22664,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Three thrown crude bombs were used in the attack.
22665,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Two explosive devices one equivalent to five kilograms of TNT and the other to one kilogram of TNT were used in the attack.
22666,6,Explosives,15,Vehicle,,,,,,,,,,,,,A car bomb made with ammonium saltpeter and aluminum powder was used in the attack.
22667,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Multiple firearms were used in the attack.
22668,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Multiple rockets and assault rifles were used in the attack.
22669,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Unspecified firearms and a sharp object suitable for beheading was used in the attack.
22670,6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,Suicide vests and a car bomb were used in the attack.
22671,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,One to two roadside bombs were used in the attack.
22672,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosive-laden vehicle driven by suicide bomber was used in the attack.
22673,6,Explosives,7,Grenade,,,,,,,,,,,,,Either one or two hand grenades were used in the attack.
22674,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device concealed in a plastic bag was used in the attack.
22675,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosive device planted in a minibus was used in the attack.
22676,6,Explosives,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,Thrown explosives and petrol bombs were used in the attack.
22677,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A remote-controlled homemade roadside bomb containing five kilograms of explosive material was used in the attack.
22678,6,Explosives,7,Grenade,6,Explosives,16,Unknown Explosive Type,,,,,,,,,A planted explosive device and two grenades were used in the attack.
22679,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,A 5.56 caliber automatic firearm was used in the attack.
22680,6,Explosives,8,Landmine,,,,,,,,,,,,,A mine planted in the roadside was used in the attack.
22681,6,Explosives,15,Vehicle,,,,,,,,,,,,,A motorcycle rigged with explosives was used in the attack.
22682,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,M16 assault rifles SK rifles and road spikes were used in the attack.
22683,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A 20 liter gas-cylinder bomb containing nuts bolts and activated by a key fob and gas-cylinder bomb containing propane two 30-liter tanks filled with diesel fuel a detonator and an electronic unit form a car alarm system was used in the attack.
22684,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A 10 kilogram homemade bomb was used in the attack.
22685,6,Explosives,15,Vehicle,,,,,,,,,,,,,A suicide bomber in a truck was used in the attack.
22686,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive was used in the attack.
22687,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosive device consisting of gas canisters was used in the attack.
22688,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosive device made with three gas canisters was used in the attack.
22689,6,Explosives,15,Vehicle,,,,,,,,,,,,,A suicide bomber on a Yamaha Jupiter Z motorcycle was used in the attack.
22690,6,Explosives,15,Vehicle,,,,,,,,,,,,,A Toyota Corolla filled with explosive devices contained in metallic cylinders was used in the attack.
22691,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A 20 kilogram roadside bomb was used in the attack.
22692,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A five kilogram homemade bomb was used in the attack.
22693,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An explosive device weighing 15 kilograms and concealed in a bag was used in the attack.
22694,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,Remote-triggered claymore-like devices were used in the attack.
22695,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosives hidden in a steel box were used in the attack.
22696,6,Explosives,7,Grenade,,,,,,,,,,,,,An MK-2 grenade was used in the attack.
22697,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,A pipe bomb wrapped in a plastic bag was used in the attack.
22698,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A bomb with a remote trigger was planted in the road side for the attack.
22699,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A bomb placed in a tea shop was used in the attack.
22700,6,Explosives,15,Vehicle,5,Firearms,5,Unknown Gun Type,,,,,,,,,A suicide driver drove a car bomb into the target followed by an attack with multiple unspecified weapons in the attack.
22701,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Multiple AK-47s were used in the attack.
22702,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,One kilogram of dynamite placed inside a plastic tube was used in the attack.
22703,6,Explosives,15,Vehicle,,,,,,,,,,,,,A suicide driver drove a car bomb into the target in the attack.
22704,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,A suicide bomber on the side of the road was used in the attack.
22705,6,Explosives,15,Vehicle,,,,,,,,,,,,,Two car bombs driven by suicide drivers were used in the attack.
22706,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A bomb hidden in a laptop bag was used in the attack.
22707,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A one kilogram roadside bomb in a bag was used in the attack.
22708,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,One bomb was used in the attack.
22709,5,Firearms,5,Unknown Gun Type,9,Melee,24,Rope or Other Strangling Device,,,,,,,,,A whip was used in the attack.
22710,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,,,,,Shells were used in the attack.
22711,5,Firearms,3,Handgun,,,,,,,,,,,,,A pistol fired from the back of a motorcycle was used in the attack.
22712,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Four powerful crude bombs were used in the attack.
22713,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Two explosive devices containg 10 kilograms of explosive material in total were used in the attack.
22714,6,Explosives,11,Projectile (rockets mortars RPGs etc.),6,Explosives,16,Unknown Explosive Type,,,,,,,,,A roadside bomb and rockets were used in the attack.
22715,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A gas cylinder explosive was used in the attack.
22716,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,A sharp object suitable for beheading was used in the attack.
22717,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade fuel bomb was used in the attack.
22718,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,Multiple unspecified weapons two suicide bombers with suicide vests and multiple RPGs were used in the attack.
22719,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,,,,,Multiple firearms mortars and rocket-propelled grenades were used in the attack.
22720,6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,5,Unknown Gun Type,,,,,A remote-detonated car bomb six suicide bombers and firearms were used in the attack.
22721,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A 500 gram roadside bomb was used in the attack.
22722,6,Explosives,15,Vehicle,,,,,,,,,,,,,Three explosive-laden cars one of which was driven by a suicide bomber were used in the attack.
22723,6,Explosives,15,Vehicle,,,,,,,,,,,,,A car bomb driven by a suicide bomber was used in the attack.
22724,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A 10 kilogram homemade bomb in a metal box and a two-way radio detonator was used in the attack.
22725,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An improvised L-shaped claymore mine weighing a total of 20 kg fitted with an additional extra five kg of metal splinters an extra five kg of liquid explosives and Emulboost (described as a high energy emulsion booster) was used in the attack.
22726,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,One unspecified homemade bomb and another bomb which was a firecracker wrapped with coins to be used as shrapnel were used in the attack.
22727,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade bomb containing gelatina was used in the attack.
22728,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,Ball bearings were a part of the bomb used in the attack.
22729,6,Explosives,7,Grenade,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,,,,,Assault rifles and pistols were used in the attack.
22730,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,A fake checkpoint was used in the attack.
22731,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A 1.5 kilogram bomb was used in the attack.
22732,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Multiple firearms were fired from a speeding car in the attack.
22733,5,Firearms,3,Handgun,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,Three unspecified rifles and one pistol were used in the attack.
22734,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A remote-detonated sticky bomb attached to a motorcycle was used in the attack.
22735,6,Explosives,7,Grenade,,,,,,,,,,,,,An M-67 fragmentation grenade was used in the attack.
22736,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside toy bomb was used in the attack.
22737,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A bomb planted near the target's car was used in the attack.
22738,6,Explosives,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,,,,,,,,,Thrown bombs were used in the attack.
22739,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Three homemade mortars were used in the attack.
22740,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearms with silencers were used in the attack.
22741,6,Explosives,15,Vehicle,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,An explosive belt and car bomb was used in the attack.
22742,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A 15kg homemade bomb was used in the attack.
22743,8,Incendiary,18,Arson/Fire,11,Sabotage Equipment,,,,,,,,,,,Spray paint was used in the attack.
22744,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A ten kilogram pressure cooker bomb was used in the attack.
22745,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosives hidden in a bag were used in the attack.
22746,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Small and heavy arms fire was reported in the attack.
22747,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Eighteen 107-mm rockets were used in the attack.
22748,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,5,Unknown Gun Type,,,,,,,,,Two suicide bombers and multiple firearms were used in the attack.
22749,6,Explosives,8,Landmine,,,,,,,,,,,,,A remote controlled landmine planted in the roadside was used in the attack.
22750,6,Explosives,7,Grenade,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Multiple automatic guns rockets and grenades were used in the attack.
22751,6,Explosives,14,Time Fuse,,,,,,,,,,,,,An explosive device containing half a kilogram of explosive material and detonated by a timer was used in the attack.
22752,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A two kilogram explosive filled with ball bearings was used in the attack.
22753,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,4,Rifle/Shotgun (non-automatic),9,Melee,23,Knife or Other Sharp Object,,,,,Rocket-propelled grenades (RPGs) thrown explosive devices sniper rifles fire and knives were used in the attack.
22754,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,Multiple Limpet Sea mines with timer fuses and magnets on vehicles were used in the attack.
22755,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,An energy drink can containing flammable materials was used in the attack.
22756,6,Explosives,15,Vehicle,,,,,,,,,,,,,A bomb on a motorcycle was used in the attack.
22757,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A crudely made cracker grenade was thrown in the attack.
22758,6,Explosives,10,Pressure Trigger,,,,,,,,,,,,,A roadside pressure-triggered bomb was used in the attack.
22759,6,Explosives,15,Vehicle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,A roadside bomb and a  car bomb were used in the attack.
22760,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An explosive device weighing 3 kilograms and connected with a battery and wires was used in the attack.
22761,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,AK-47 assault rifles and rocket-propelled grenades (RPGs) were used in the attack.
22762,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A crude bomb containing homemade shrapnel was used in the attack.
22763,6,Explosives,17,Other Explosive Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Crude bombs and machetes were used in the attack.
22764,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A bomb planted in a restaurant/coffee shop was used in the attack.
22765,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,A sticky bomb attached to a KIA minibus was used in the attack.
22766,13,Unknown,,,,,,,,,,,,,,,Military uniforms and a fake roadblock were used in the attack.
22767,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,17,Other Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Two suicide vests 20 homemade bombs four AK-47 rifles and four pistols were used in the attack.
22768,6,Explosives,15,Vehicle,,,,,,,,,,,,,A car filled with six tons of explosive material was used in the attack.
22769,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,RPGs and machine guns were used in the attack.
22770,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,A 20-kilogram remote-controlled  gas cylinder bomb was used in the attack.
22771,5,Firearms,3,Handgun,,,,,,,,,,,,,A 9 millimeter handgun was used in the attack.
22772,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,An explosive jacket was used in the attack.
22773,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,A suicide bomber standing at the side of the road was used in the attack.
22774,5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,,,,,,,,,Six cell phone towers were torched; fire was used in the attack.
22775,6,Explosives,15,Vehicle,,,,,,,,,,,,,A motorcycle bomb detonated by its driver was used in the attack.
22776,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,,,,,Multiple firearms and RPGs were used in the attack.
22777,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Three to four rockets were used in the attack.
22778,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Machine guns and small arms were used in the attack.
22779,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Multiple guns were used in the attack.
22780,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,,,,,Multiple firearms and rockets were used in the attack.
22781,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Mortar fire was used in the attack.
22782,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A gas cylinder-roadside bomb was used in the attack.
